# Expression Atlas
# Query: Genes matching: 'default query', specifically  expressed above the expression level cutoff: 0 relative abundance in experiment E-PROT-100
# Selected columns: 2 (all)
# Timestamp: Fri, 20-Dec-2024 11:49:19
Gene ID	Gene Name	normal tissue adjacent to tumor	tumor
ENSG00000172936	MYD88	2519.0	
ENSG00000172939	OXSR1	26745.0	27908.0
ENSG00000172955	ADH6	4018320.0	351257.0
ENSG00000173039	RELA	33281.0	9019.0
ENSG00000173110	HSPA6	334988.0	310629.0
ENSG00000173113	TRMT112	27102.0	46219.0
ENSG00000173163	COMMD1	16648.0	35767.0
ENSG00000173166	RAPH1	1671.0	
ENSG00000173221	GLRX	930336.0	211897.0
ENSG00000173230	GOLGB1		979.0
ENSG00000173269	MMRN2	36.0	812.0
ENSG00000173369	C1QB	82629.0	266154.0
ENSG00000173372	C1QA	102807.0	174022.0
ENSG00000173442	EHBP1L1	1221.0	1342.0
ENSG00000173457	PPP1R14B	51767.0	
ENSG00000173467	AGR3		12233.0
ENSG00000173486	FKBP2	95002.0	122636.0
ENSG00000173531	MST1	2109.0	4953.0
ENSG00000173540	GMPPB	71189.0	37206.0
ENSG00000173545	ZNF622		5019.0
ENSG00000173597	SULT1B1	60029.0	5154.0
ENSG00000173598	NUDT4	15392.0	31291.0
ENSG00000173599	PC	23148.0	6511.0
ENSG00000173660	UQCRH	47479.0	44411.0
ENSG00000173674	EIF1AX	189944.0	257955.0
ENSG00000173692	PSMD1	18849.0	31219.0
ENSG00000173702	MUC13		116932.0
ENSG00000173744	AGFG1		5333.0
ENSG00000173786	CNP	6654.0	9992.0
ENSG00000173801	JUP	3957.0	32913.0
ENSG00000173821	RNF213	759.0	220.0
ENSG00000173898	SPTBN2	278.0	
ENSG00000173905	GOLIM4		1341.0
ENSG00000173915	ATP5MK		84204.0
ENSG00000173933	RBM4		3463.0
ENSG00000173992	CCS	264707.0	86106.0
ENSG00000174106	LEMD3		13030.0
ENSG00000174238	PITPNA	6960.0	7990.0
ENSG00000174243	DDX23		7207.0
ENSG00000174437	ATP2A2	3452.0	40243.0
ENSG00000174444	RPL4	37853.0	410851.0
ENSG00000174547	MRPL11		18848.0
ENSG00000174748	RPL15	62415.0	110553.0
ENSG00000174780	SRP72	6517.0	10609.0
ENSG00000174807	CD248		1680.0
ENSG00000174827	PDZK1	19849.0	
ENSG00000174840	PDE12	5670.0	6273.0
ENSG00000174903	RAB1B	284503.0	643511.0
ENSG00000175003	SLC22A1	1203.0	
ENSG00000175029	CTBP2		12139.0
ENSG00000175130	MARCKSL1	70950.0	247852.0
ENSG00000175166	PSMD2	18742.0	30833.0
ENSG00000175183	CSRP2	7522.0	88458.0
ENSG00000175198	PCCA		12256.0
ENSG00000175203	DCTN2	63878.0	46920.0
ENSG00000175216	CKAP5		678.0
ENSG00000175220	ARHGAP1	29137.0	129201.0
ENSG00000175287	PHYHD1	151421.0	
ENSG00000175309	PHYKPL	22917.0	4394.0
ENSG00000175324	LSM1		20632.0
ENSG00000175334	BANF1	41787.0	162230.0
ENSG00000175376	EIF1AD		2122.0
ENSG00000175390	EIF3F	3080.0	99241.0
ENSG00000175416	CLTB	26950.0	9724.0
ENSG00000175467	SART1		993.0
ENSG00000175573	C11orf68		6726.0
ENSG00000175575	PAAF1		3584.0
ENSG00000175581	MRPL48		6846.0
ENSG00000175582	RAB6A	222501.0	442834.0
ENSG00000175793	SFN	12146.0	337154.0
ENSG00000175866	BAIAP2	1059.0	6111.0
ENSG00000175899	A2M	627090.0	858811.0
ENSG00000175931	UBE2O		73.0
ENSG00000176014	TUBB6	2721.0	21626.0
ENSG00000176102	CSTF3		1043.0
ENSG00000176153	GPX2	26894.0	160628.0
ENSG00000176390	CRLF3		1665.0
ENSG00000176393	RNPEP	161517.0	171658.0
ENSG00000176422	SPRYD4	21294.0	
ENSG00000176619	LMNB2	29474.0	40037.0
ENSG00000176623	RMDN1		2038.0
ENSG00000176658	MYO1D		10215.0
ENSG00000176788	BASP1	105121.0	173364.0
ENSG00000176919	C8G	53539.0	213558.0
ENSG00000176986	SEC24C	2008.0	3395.0
ENSG00000177105	RHOG	20157.0	14673.0
ENSG00000177106	EPS8L2	16700.0	9167.0
ENSG00000177156	TALDO1	1249008.0	754527.0
ENSG00000177189	RPS6KA3		9343.0
ENSG00000177192	PUS1		6593.0
ENSG00000177225	GATD1	10681.0	14180.0
ENSG00000177425	PAWR	18918.0	3150.0
ENSG00000177469	CAVIN1	10603.0	8139.0
ENSG00000177548	RABEP2	510.0	2164.0
ENSG00000177556	ATOX1	324088.0	314114.0
ENSG00000177575	CD163	15492.0	5925.0
ENSG00000177600	RPLP2	398543.0	1131118.0
ENSG00000177646	ACAD9		2439.0
ENSG00000177733	HNRNPA0	25657.0	20082.0
ENSG00000177830	CHID1		11013.0
ENSG00000177879	AP3S1		22790.0
ENSG00000177885	GRB2	74283.0	98698.0
ENSG00000177889	UBE2N	661094.0	695628.0
ENSG00000177954	RPS27	244089.0	209182.0
ENSG00000178035	IMPDH2	10059.0	43114.0
ENSG00000178127	NDUFV2	3579.0	36491.0
ENSG00000178209	PLEC	326.0	29758.0
ENSG00000178363	CALML3	16739.0	2206.0
ENSG00000178372	CALML5	65453.0	46235.0
ENSG00000178425	NT5DC1	16625.0	
ENSG00000178445	GLDC	6353.0	778.0
ENSG00000178695	KCTD12	56795.0	174866.0
ENSG00000178741	COX5A	3095.0	85101.0
ENSG00000178772	CPN2	10051.0	7529.0
ENSG00000178802	MPI	32979.0	2819.0
ENSG00000178814	OPLAH	24184.0	5026.0
ENSG00000178896	EXOSC4	3218.0	6919.0
ENSG00000178921	PFAS	5575.0	11710.0
ENSG00000178922	HYI	8350.0	
ENSG00000178952	TUFM	41114.0	174094.0
ENSG00000179091	CYC1		15280.0
ENSG00000179115	FARSA	10194.0	69691.0
ENSG00000179163	FUCA1	4347.0	24829.0
ENSG00000179218	CALR	588874.0	740427.0
ENSG00000179262	RAD23A	38081.0	69193.0
ENSG00000179295	PTPN11	12324.0	3561.0
ENSG00000179761	PIPOX	102395.0	7845.0
ENSG00000179918	SEPHS2	37865.0	
ENSG00000179954	SSC5D		625.0
ENSG00000179958	DCTPP1		27057.0
ENSG00000180185	FAHD1	14096.0	17574.0
ENSG00000180198	RCC1	13815.0	23598.0
ENSG00000180210	F2	218097.0	353530.0
ENSG00000180228	PRKRA		21231.0
ENSG00000180353	HCLS1	35565.0	22158.0
ENSG00000180370	PAK2	41421.0	46234.0
ENSG00000180432	CYP8B1	607.0	
ENSG00000180817	PPA1	348779.0	553555.0
ENSG00000180879	SSR4		72570.0
ENSG00000180957	PITPNB	31367.0	14761.0
ENSG00000181019	NQO1		24803.0
ENSG00000181163	NPM1	380509.0	1103837.0
ENSG00000181192	DHTKD1	3885.0	
ENSG00000181789	COPG1	43578.0	33885.0
ENSG00000181915	ADO		8938.0
ENSG00000181924	COA4	44111.0	14306.0
ENSG00000181929	PRKAG1	12279.0	2920.0
ENSG00000182004	SNRPE	89058.0	273454.0
ENSG00000182054	IDH2	81070.0	151481.0
ENSG00000182117	NOP10		25223.0
ENSG00000182149	IST1	22774.0	33867.0
ENSG00000182179	UBA7	2628.0	2127.0
ENSG00000182199	SHMT2	39309.0	32894.0
ENSG00000182307	C8orf33		2496.0
ENSG00000182326	C1S	40742.0	49488.0
ENSG00000182446	NPLOC4	4940.0	1020.0
ENSG00000182492	BGN	14533.0	138784.0
ENSG00000182580	EPHB3		3287.0
ENSG00000182718	ANXA2	1010775.0	3358422.0
ENSG00000182809	CRIP2	62782.0	54000.0
ENSG00000182827	ACBD3		10813.0
ENSG00000182871	COL18A1	10887.0	16679.0
ENSG00000182899	RPL35A	83504.0	248758.0
ENSG00000182919	C11orf54	611191.0	116897.0
ENSG00000182934	SRPRA	3977.0	4587.0
ENSG00000182944	EWSR1	63273.0	43790.0
ENSG00000182952	HMGN4	212367.0	36656.0
ENSG00000183010	PYCR1		9139.0
ENSG00000183044	ABAT	91148.0	26421.0
ENSG00000183048	SLC25A10		220.0
ENSG00000183049	CAMK1D		2269.0
ENSG00000183077	AFMID	109562.0	
ENSG00000183207	RUVBL2	18641.0	116545.0
ENSG00000183255	PTTG1IP		13021.0
ENSG00000183291	SELENOF	4383.0	6733.0
ENSG00000183431	SF3A3	10790.0	37942.0
ENSG00000183527	PSMG1	25780.0	8816.0
ENSG00000183597	TANGO2		2446.0
ENSG00000183684	ALYREF	46440.0	63210.0
ENSG00000183747	ACSM2A	77581.0	5075.0
ENSG00000183801	OLFML1		851.0
ENSG00000183963	SMTN		157.0
ENSG00000183978	COA3	12644.0	16575.0
ENSG00000184009	ACTG1	1.0768841E7	1.7934682E7
ENSG00000184012	TMPRSS2		6912.0
ENSG00000184047	DIABLO	33765.0	46920.0
ENSG00000184117	NIPSNAP1	111452.0	100435.0
ENSG00000184203	PPP1R2	16496.0	17639.0
ENSG00000184207	PGP	18140.0	16164.0
ENSG00000184357	H1-5	197136.0	1472621.0
ENSG00000184363	PKP3		15031.0
ENSG00000184432	COPB2	27854.0	67752.0
ENSG00000184445	KNTC1	3469.0	
ENSG00000184470	TXNRD2	9872.0	
ENSG00000184500	PROS1	7888.0	26163.0
ENSG00000184508	HDDC3	85690.0	17085.0
ENSG00000184730	APOBR		3265.0
ENSG00000184752	NDUFA12		392.0
ENSG00000184840	TMED9	6412.0	46286.0
ENSG00000184897	H1-10	38359.0	46947.0
ENSG00000184924	PTRHD1	25696.0	
ENSG00000185009	AP3M1		4247.0
ENSG00000185043	CIB1		23623.0
ENSG00000185088	RPS27L	40350.0	57839.0
ENSG00000185129	PURA	54096.0	33521.0
ENSG00000185246	PRPF39	2611.0	6131.0
ENSG00000185359	HGS		11385.0
ENSG00000185418	TARS3		483.0
ENSG00000185432	METTL7A	69143.0	
ENSG00000185499	MUC1		2293.0
ENSG00000185515	BRCC3	2694.0	14409.0
ENSG00000185532	PRKG1		4486.0
ENSG00000185624	P4HB	813975.0	305017.0
ENSG00000185627	PSMD13	14662.0	60652.0
ENSG00000185651	UBE2L3	151113.0	67592.0
ENSG00000185721	DRG1	16172.0	31272.0
ENSG00000185722	ANKFY1		2663.0
ENSG00000185728	YTHDF3		3361.0
ENSG00000185745	IFIT1	2026.0	1024.0
ENSG00000185813	PCYT2	94006.0	7039.0
ENSG00000185825	BCAP31	4121.0	38792.0
ENSG00000185896	LAMP1		53677.0
ENSG00000185973	TMLHE		3105.0
ENSG00000186010	NDUFA13		46949.0
ENSG00000186063	AIDA		3339.0
ENSG00000186115	CYP4F2	19002.0	
ENSG00000186298	PPP1CC	3911.0	17207.0
ENSG00000186340	THBS2		221189.0
ENSG00000186468	RPS23	159648.0	238910.0
ENSG00000186522	SEPTIN10		14874.0
ENSG00000186635	ARAP1		1003.0
ENSG00000186660	ZFP91	1909.0	2925.0
ENSG00000186714	CCDC73	4774.0	
ENSG00000187017	ESPN	8220.0	
ENSG00000187091	PLCD1	585.0	2876.0
ENSG00000187097	ENTPD5	62350.0	14741.0
ENSG00000187109	NAP1L1	17287.0	109775.0
ENSG00000187134	AKR1C1	2884635.0	543984.0
ENSG00000187164	SHTN1	14666.0	5489.0
ENSG00000187193	MT1X	1.5882893E7	855729.0
ENSG00000187240	DYNC2H1	929.0	
ENSG00000187514	PTMA	1743658.0	3437634.0
ENSG00000187522	HSPA14		1530.0
ENSG00000187555	USP7	275.0	22808.0
ENSG00000187608	ISG15	6665.0	20680.0
ENSG00000187735	TCEA1	40636.0	40322.0
ENSG00000187758	ADH1A	8976192.0	813573.0
ENSG00000187837	H1-2	439742.0	801595.0
ENSG00000187908	DMBT1		10765.0
ENSG00000187955	COL14A1	56889.0	230405.0
ENSG00000188021	UBQLN2	26756.0	
ENSG00000188157	AGRN	4294.0	9075.0
ENSG00000188243	COMMD6	28947.0	8863.0
ENSG00000188404	SELL		6151.0
ENSG00000188641	DPYD	6030.0	2261.0
ENSG00000188783	PRELP		5276.0
ENSG00000188846	RPL14	223519.0	711409.0
ENSG00000189001	SBSN	3035.0	785.0
ENSG00000189058	APOD	191953.0	244556.0
ENSG00000189060	H1-0	234327.0	425284.0
ENSG00000189091	SF3B3	8465.0	62105.0
ENSG00000189159	JPT1		16584.0
ENSG00000189171	S100A13	14975.0	100532.0
ENSG00000189221	MAOA	25707.0	45752.0
ENSG00000189334	S100A14		27480.0
ENSG00000189403	HMGB1	1223904.0	2193772.0
ENSG00000196116	TDRD7	3054.0	486.0
ENSG00000196136	SERPINA3	90071.0	338722.0
ENSG00000196139	AKR1C3	27750.0	10240.0
ENSG00000196141	SPATS2L	4208.0	
ENSG00000196154	S100A4	2476.0	147005.0
ENSG00000196177	ACADSB	93685.0	22331.0
ENSG00000196187	TMEM63A		77032.0
ENSG00000196235	SUPT5H	3383.0	6878.0
ENSG00000196262	PPIA	9237962.0	1.1309651E7
ENSG00000196290	NIF3L1	9254.0	20602.0
ENSG00000196305	IARS1	2490.0	18380.0
ENSG00000196363	WDR5	2617.0	9977.0
ENSG00000196365	LONP1	250.0	11820.0
ENSG00000196396	PTPN1		12491.0
ENSG00000196405	EVL		2479.0
ENSG00000196419	XRCC6	93975.0	349982.0
ENSG00000196449	YRDC		379.0
ENSG00000196504	PRPF40A	499.0	2862.0
ENSG00000196511	TPK1	14376.0	
ENSG00000196531	NACA	27281.0	39549.0
ENSG00000196535	MYO18A	1392.0	2286.0
ENSG00000196565	HBG2		16920.0
ENSG00000196576	PLXNB2		2129.0
ENSG00000196586	MYO6	300.0	4712.0
ENSG00000196616	ADH1B	3.0621027E7	3537833.0
ENSG00000196642	RABL6		40606.0
ENSG00000196743	GM2A	1599.0	23116.0
ENSG00000196776	CD47		42695.0
ENSG00000196792	STRN3	658.0	
ENSG00000196865	NHLRC2	17868.0	17779.0
ENSG00000196923	PDLIM7	6131.0	6296.0
ENSG00000196924	FLNA	59348.0	263147.0
ENSG00000196937	FAM3C		12539.0
ENSG00000196961	AP2A1	5755.0	10381.0
ENSG00000196975	ANXA4	2126674.0	2230063.0
ENSG00000197043	ANXA6	1669117.0	438745.0
ENSG00000197045	GMFB	479377.0	706177.0
ENSG00000197081	IGF2R		1573.0
ENSG00000197102	DYNC1H1	2046.0	30830.0
ENSG00000197122	SRC		21177.0
ENSG00000197142	ACSL5	6955.0	24619.0
ENSG00000197157	SND1	183770.0	226902.0
ENSG00000197165	SULT1A2	32436.0	
ENSG00000197170	PSMD12	29203.0	29035.0
ENSG00000197256	KANK2	2397.0	
ENSG00000197312	DDI2	73188.0	10969.0
ENSG00000197355	UAP1L1		4937.0
ENSG00000197417	SHPK	39424.0	3673.0
ENSG00000197448	GSTK1	135721.0	193868.0
ENSG00000197451	HNRNPAB	25905.0	125922.0
ENSG00000197548	ATG7		3761.0
ENSG00000197635	DPP4	1930.0	18944.0
ENSG00000197694	SPTAN1	100209.0	128285.0
ENSG00000197702	PARVA	15985.0	25533.0
ENSG00000197712	FAM114A1	30828.0	5312.0
ENSG00000197728	RPS26	81420.0	251944.0
ENSG00000197746	PSAP	60515.0	398068.0
ENSG00000197747	S100A10	31765.0	213276.0
ENSG00000197756	RPL37A	73558.0	152567.0
ENSG00000197879	MYO1C	2975.0	2313.0
ENSG00000197892	KIF13B	887.0	163.0
ENSG00000197894	ADH5	676745.0	239031.0
ENSG00000197930	ERO1A	9594.0	78442.0
ENSG00000197943	PLCG2		112.0
ENSG00000197956	S100A6	1691553.0	1.5783074E7
ENSG00000197958	RPL12	581573.0	640629.0
ENSG00000198034	RPS4X	185330.0	435617.0
ENSG00000198053	SIRPA		7909.0
ENSG00000198074	AKR1B10	50700.0	51606.0
ENSG00000198087	CD2AP	7270.0	17327.0
ENSG00000198099	ADH4	1.6453521E7	994356.0
ENSG00000198130	HIBCH	9462.0	11347.0
ENSG00000198171	DDRGK1	8865.0	11209.0
ENSG00000198189	HSD17B11	1492.0	6639.0
ENSG00000198231	DDX42		2622.0
ENSG00000198242	RPL23A	1146637.0	1265619.0
ENSG00000198258	UBL5	17480.0	13818.0
ENSG00000198356	GET3	14134.0	19782.0
ENSG00000198363	ASPH		2280.0
ENSG00000198380	GFPT1	8873.0	43188.0
ENSG00000198408	OGA	4295.0	4544.0
ENSG00000198417	MT1F	423576.0	47231.0
ENSG00000198431	TXNRD1	6810.0	10208.0
ENSG00000198478	SH3BGRL2	83634.0	12566.0
ENSG00000198498	TMA16		5061.0
ENSG00000198502	HLA-DRB5		12594.0
ENSG00000198561	CTNND1	3138.0	6220.0
ENSG00000198585	NUDT16	27833.0	9975.0
ENSG00000198589	LRBA		1423.0
ENSG00000198610	AKR1C4	260168.0	10946.0
ENSG00000198612	COPS8	28472.0	33435.0
ENSG00000198643	FAM3D		12174.0
ENSG00000198650	TAT	3805.0	
ENSG00000198682	PAPSS2	57483.0	24812.0
ENSG00000198692	EIF1AY		5470.0
ENSG00000198700	IPO9	2658.0	3195.0
ENSG00000198712	MT-CO2	52510.0	330524.0
ENSG00000198721	ECI2	33261.0	2866.0
ENSG00000198752	CDC42BPB	568.0	1035.0
ENSG00000198755	RPL10A	159429.0	278527.0
ENSG00000198758	EPS8L3		11045.0
ENSG00000198771	RCSD1	2354.0	3042.0
ENSG00000198793	MTOR		2293.0
ENSG00000198805	PNP	357222.0	272257.0
ENSG00000198814	GK	30395.0	2654.0
ENSG00000198830	HMGN2	385221.0	356731.0
ENSG00000198836	OPA1	3586.0	2184.0
ENSG00000198898	CAPZA2	120719.0	146729.0
ENSG00000198900	TOP1	3184.0	78476.0
ENSG00000198931	APRT	685459.0	264725.0
ENSG00000198947	DMD		1069.0
ENSG00000198951	NAGA	4577.0	12892.0
ENSG00000198954	KIFBP		90706.0
ENSG00000198959	TGM2	476014.0	51669.0
ENSG00000203485	INF2	430.0	2267.0
ENSG00000203786	KPRP	20267.0	41028.0
ENSG00000203879	GDI1	112830.0	181580.0
ENSG00000204628	RACK1	221301.0	607939.0
ENSG00000204653	ASPDH	492983.0	33788.0
ENSG00000204843	DCTN1	12177.0	25584.0
ENSG00000205220	PSMB10	49324.0	22766.0
ENSG00000205277	MUC12		312.0
ENSG00000205302	SNX2	55794.0	52994.0
ENSG00000205323	SARNP	97220.0	89239.0
ENSG00000205339	IPO7		9273.0
ENSG00000205403	CFI	59814.0	195079.0
ENSG00000205436	EXOC3L4	2630.0	
ENSG00000205542	TMSB4X	1.5542278E7	2.0250622E7
ENSG00000205581	HMGN1	21295.0	30136.0
ENSG00000205726	ITSN1	801.0	
ENSG00000205758	CRYZL1	3672.0	
ENSG00000205937	RNPS1	9315.0	35191.0
ENSG00000206053	JPT2	51317.0	11380.0
ENSG00000206075	SERPINB5		4188.0
ENSG00000211445	GPX3	46005.0	92897.0
ENSG00000211450	SELENOH	32587.0	23254.0
ENSG00000211454	AKR7L	75493.0	17460.0
ENSG00000211455	STK38L		3193.0
ENSG00000211456	SACM1L		4499.0
ENSG00000211460	TSN	16146.0	83793.0
ENSG00000213024	NUP62		2574.0
ENSG00000213066	CEP43		834.0
ENSG00000213339	QTRT1	8319.0	3833.0
ENSG00000213366	GSTM2		1439.0
ENSG00000213380	COG8		647.0
ENSG00000213463	SYNJ2BP		3645.0
ENSG00000213551	DNAJC9	10927.0	13487.0
ENSG00000213585	VDAC1	9448.0	437808.0
ENSG00000213614	HEXA	14862.0	24600.0
ENSG00000213626	LBH		16829.0
ENSG00000213639	PPP1CB	53988.0	136279.0
ENSG00000213741	RPS29	40789.0	45477.0
ENSG00000213782	DDX47		10608.0
ENSG00000213930	GALT	249658.0	14008.0
ENSG00000213949	ITGA1	846.0	
ENSG00000213977	TAX1BP3		363352.0
ENSG00000213995	NAXD	40954.0	38140.0
ENSG00000214078	CPNE1	30926.0	183350.0
ENSG00000214114	MYCBP		23771.0
ENSG00000214253	FIS1	145636.0	192093.0
ENSG00000214274	ANG	63873.0	168966.0
ENSG00000214435	AS3MT	15253.0	
ENSG00000214517	PPME1	970.0	21789.0
ENSG00000214530	STARD10	302473.0	127462.0
ENSG00000214753	HNRNPUL2	1730.0	84312.0
ENSG00000215021	PHB2	18393.0	92908.0
ENSG00000215440	NPEPL1	7304.0	2794.0
ENSG00000215845	TSTD1	475326.0	333201.0
ENSG00000216490	IFI30	11594.0	7135.0
ENSG00000221914	PPP2R2A	3017.0	
ENSG00000223609	HBD	1305174.0	943477.0
ENSG00000228278	ORM2	162604.0	1759936.0
ENSG00000228716	DHFR	32092.0	
ENSG00000229314	ORM1	1398864.0	5658409.0
ENSG00000232112	TMA7	483141.0	448923.0
ENSG00000233087	RAB6D		1101.0
ENSG00000233276	GPX1	312264.0	282795.0
ENSG00000233927	RPS28	3378664.0	1772356.0
ENSG00000234906	APOC2		20536.0
ENSG00000235173	HGH1	1657.0	4222.0
ENSG00000239264	TXNDC5	38277.0	121835.0
ENSG00000239672	NME1	90839.0	164947.0
ENSG00000239789	MRPS17		6779.0
ENSG00000239857	GET4		310.0
ENSG00000239900	ADSL	37395.0	33086.0
ENSG00000240303	ACAD11	8252.0	
ENSG00000240344	PPIL3	36040.0	37306.0
ENSG00000240563	L1TD1	387430.0	747552.0
ENSG00000241058	NSUN6	632.0	
ENSG00000241360	PDXP	34951.0	
ENSG00000241468	ATP5MF		15852.0
ENSG00000241553	ARPC4	324930.0	581709.0
ENSG00000241685	ARPC1A	21938.0	28380.0
ENSG00000241837	ATP5PO	74003.0	176428.0
ENSG00000241839	PLEKHO2		4847.0
ENSG00000241935	HOGA1	27797.0	
ENSG00000241945	PWP2		3693.0
ENSG00000242028	HYPK		4091.0
ENSG00000242110	AMACR	28033.0	19589.0
ENSG00000242372	EIF6	141639.0	231024.0
ENSG00000243955	GSTA1	2028.0	
ENSG00000243989	ACY1	2090040.0	294013.0
ENSG00000244005	NFS1		3036.0
ENSG00000244038	DDOST	13214.0	47732.0
ENSG00000244067	GSTA2	9122323.0	935099.0
ENSG00000244414	CFHR1	92025.0	193322.0
ENSG00000244462	RBM12	2454.0	11427.0
ENSG00000244734	HBB	3.449624E7	2.966036E7
ENSG00000247077	PGAM5	9489.0	15000.0
ENSG00000247596	TWF2	18931.0	27131.0
ENSG00000247626	MARS2		1411.0
ENSG00000248098	BCKDHA	14759.0	
ENSG00000248144	ADH1C	781816.0	104443.0
ENSG00000249915	PDCD6	2652.0	10719.0
ENSG00000249948	GBA3	36806.0	1596.0
ENSG00000250722	SELENOP		3863.0
ENSG00000253710	ALG11		1350.0
ENSG00000253729	PRKDC	508.0	15935.0
ENSG00000254709	IGLL5	237030.0	961222.0
ENSG00000254772	EEF1G	186578.0	487760.0
ENSG00000254986	DPP3	128712.0	111159.0
ENSG00000255112	CHMP1B		46288.0
ENSG00000256269	HMBS		2134.0
ENSG00000257017	HP	5270460.0	7546791.0
ENSG00000257727	CNPY2	116790.0	105488.0
ENSG00000258315	C17orf49	26679.0	9871.0
ENSG00000258818	RNASE4	10959.0	24840.0
ENSG00000258947	TUBB3		9177.0
ENSG00000259431	THTPA	5629.0	2890.0
ENSG00000259494	MRPL46		5712.0
ENSG00000260314	MRC1	3498.0	733.0
ENSG00000261150	EPPK1		1446.0
ENSG00000261456	TUBB8	72351.0	154846.0
ENSG00000261701	HPR	29190.0	16303.0
ENSG00000262406	MMP12		4799.0
ENSG00000262655	SPON1	6769.0	2018.0
ENSG00000262814	MRPL12		47601.0
ENSG00000263001	GTF2I		6855.0
ENSG00000264364	DYNLL2	93338.0	79955.0
ENSG00000265241	RBM8A	44007.0	143939.0
ENSG00000265681	RPL17	74831.0	109863.0
ENSG00000265808	SEC22B	20108.0	43113.0
ENSG00000266714	MYO15B	1729.0	
ENSG00000272325	NUDT3	40741.0	21296.0
ENSG00000277443	MARCKS	55696.0	198200.0
ENSG00000277586	NEFL	48860.0	
ENSG00000277656	ENSG00000277656	80262.0	21090.0
